date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:20	295236/295236	---M-Z	200	added ('OK')	text/css	etag:%2248144-5c454b1243703-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_7822552a8c9860659ffc48c32eb3e63d.css	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_7822552a8c9860659ffc48c32eb3e63d.css	(from http://blackboxjumper.maweb.eu/wiki/)
14:50:22	2944/2944	U--MCZ	200	updated ('OK')	text/xml	date:Wed,%2009%20Jun%202021%2012:50:05%20GMT	http://blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblackboxjumper.maweb.eu%2Fwiki%2Fscore-counter%2F&format=xml	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed39f3	(from http://blackboxjumper.maweb.eu/wiki/score-counter/)
14:50:29	274/274	---M-Z	200	added ('OK')	text/css	etag:%22112-5c453d67a8867-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_2016d125d352f795dcec6f5a3941ac5a.css?ver=1623239242	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_2016d125d352f795dcec6f5a3941ac5a9afa.css	(from http://blackboxjumper.maweb.eu/wiki/)
14:50:29	11281/11281	U--MC-	200	updated ('OK')	application/json	date:Wed,%2009%20Jun%202021%2012:50:06%20GMT	http://blackboxjumper.maweb.eu/wp-json/wp/v2/pages/491	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-json/wp/v2/pages/491.json	(from http://blackboxjumper.maweb.eu/wiki/score-counter/)
14:50:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Jun%202021%2012:50:18%20GMT	http://blackboxjumper.maweb.eu/?p=18	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/index0735.html	(from http://blackboxjumper.maweb.eu/wiki/)
14:50:33	5917/5917	U--MC-	200	updated ('OK')	application/json	date:Wed,%2009%20Jun%202021%2012:50:19%20GMT	http://blackboxjumper.maweb.eu/wp-json/wp/v2/pages/18	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-json/wp/v2/pages/18.json	(from http://blackboxjumper.maweb.eu/wiki/)
14:50:34	2333/2333	U--MC-	200	updated ('OK')	application/json	date:Wed,%2009%20Jun%202021%2012:50:20%20GMT	http://blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblackboxjumper.maweb.eu%2Fwiki%2F	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed3c9d.json	(from http://blackboxjumper.maweb.eu/wiki/)
14:50:37	2435/2435	U--MCZ	200	updated ('OK')	text/xml	date:Wed,%2009%20Jun%202021%2012:50:21%20GMT	http://blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblackboxjumper.maweb.eu%2Fwiki%2F&format=xml	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed5fce	(from http://blackboxjumper.maweb.eu/wiki/)
14:50:46	37025/37025	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2012:50:29%20GMT	http://blackboxjumper.maweb.eu/wiki/versions-so/1-5/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wiki/versions-so/1-5/index.html	(from http://blackboxjumper.maweb.eu/wiki/versions/1-5/)
14:50:54	30259/30259	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2012:50:37%20GMT	http://blackboxjumper.maweb.eu/wiki/versions-so/1-4-2-1/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wiki/versions-so/1-4-2-1/index.html	(from http://blackboxjumper.maweb.eu/wiki/versions/1-4-2-1/)
14:50:58	31028/31028	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2012:50:43%20GMT	http://blackboxjumper.maweb.eu/wiki/versions-so/1-4-2/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wiki/versions-so/1-4-2/index.html	(from http://blackboxjumper.maweb.eu/wiki/versions/1-4-2/)
14:51:03	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5b9818706c2a9%22	http://blackboxjumper.maweb.eu/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_c57f0f99c11a636c4ec0adc69428f3a7.css)
14:51:07	30689/30689	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2012:50:49%20GMT	http://blackboxjumper.maweb.eu/wiki/versions-so/1-4-1/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wiki/versions-so/1-4-1/index.html	(from http://blackboxjumper.maweb.eu/wiki/versions/1-4-1/)
14:51:08	492061/492061	---MCZ	200	added ('OK')	text/css	etag:W/%227821d-5c41895216820%22	http://blackboxjumper.maweb.eu/wp-content/uploads/essential-addons-elementor/734e5f942.min.css?ver=1623242910	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/uploads/essential-addons-elementor/734e5f942.min3aa9.css	(from http://blackboxjumper.maweb.eu/wiki/)
14:51:11	38134/38134	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2012:50:55%20GMT	http://blackboxjumper.maweb.eu/wiki/versions-so/1-4/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wiki/versions-so/1-4/index.html	(from http://blackboxjumper.maweb.eu/wiki/versions/1-4/)
14:51:16	30173/30173	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2012:51:01%20GMT	http://blackboxjumper.maweb.eu/wiki/versions-so/1-2/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wiki/versions-so/1-2/index.html	(from http://blackboxjumper.maweb.eu/wiki/versions/1-2/)
14:51:18	38225/38225	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2012:51:02%20GMT	http://blackboxjumper.maweb.eu/wiki/versions-so/1-3/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wiki/versions-so/1-3/index.html	(from http://blackboxjumper.maweb.eu/wiki/versions/1-3/)
14:51:19	699/699	U-----	200	untouched ('OK')	image/svg+xml	etag:%222bb-5c44512d48bd0%22	http://blackboxjumper.maweb.eu/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_7822552a8c9860659ffc48c32eb3e63d.css)
14:51:23	18343/18343	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2012:51:08%20GMT	http://blackboxjumper.maweb.eu/wp-content/uploads/img/bg.jpg	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/uploads/img/bg.html	(from http://blackboxjumper.maweb.eu/wp-content/uploads/essential-addons-elementor/734e5f942.min.css?ver=1623242910)
14:51:27	1419624/1419624	U--MCZ	200	updated ('OK')	application/javascript	etag:%2215a968-5c454b1223f1c-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/js/autoptimize_412515540c8a461a9070b64e9d68e5c5.js	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/js/autoptimize_412515540c8a461a9070b64e9d68e5c5.js	(from http://blackboxjumper.maweb.eu/wiki/)
14:51:34	295905/295905	U--M-Z	200	updated ('OK')	text/css	etag:%22483e1-5c454b8215f88-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_1bc54d984b07b7e8ed256cc57ff219ba.css	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_1bc54d984b07b7e8ed256cc57ff219ba.css	(from http://blackboxjumper.maweb.eu/wiki/versions-so/1-5/)
14:51:35	201262/201262	U-----	200	untouched ('')	image/png	date:Sun,%2006%20Jun%202021%2016:37:09%20GMT	https://img.itch.zone/aW1hZ2UvNjU5MDM4LzUwNzYwODIucG5n/original/wSNwUB.png	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/img.itch.zone/aW1hZ2UvNjU5MDM4LzUwNzYwODIucG5n/original/wSNwUB.png	(from http://blackboxjumper.maweb.eu/wiki/versions-so/1-5/)
14:51:35	1468/1468	---M-Z	200	added ('OK')	text/css	etag:%225bc-5c454b8212cc0-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_2929adb0d51bfce44db33cbade76b2c7.css?ver=1623243028	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_2929adb0d51bfce44db33cbade76b2c7a9e0.css	(from http://blackboxjumper.maweb.eu/wiki/versions-so/1-5/)
14:51:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Jun%202021%2012:51:24%20GMT	http://blackboxjumper.maweb.eu/?p=620	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/index2c3d.html	(from http://blackboxjumper.maweb.eu/wiki/versions-so/1-5/)
14:51:36	2818/2818	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Jun%202021%2012:51:23%20GMT	http://blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblackboxjumper.maweb.eu%2Fwiki%2Fversions-so%2F1-5%2F	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-json/oembed/1.0/embed5776.json	(from http://blackboxjumper.maweb.eu/wiki/versions-so/1-5/)
14:51:40	22091/22091	U--MC-	200	updated ('OK')	application/json	date:Wed,%2009%20Jun%202021%2012:51:24%20GMT	http://blackboxjumper.maweb.eu/wp-json/wp/v2/pages/620	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-json/wp/v2/pages/620.json	(from http://blackboxjumper.maweb.eu/wiki/versions-so/1-5/)
