date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:38:29	76/76	U--MCZ	200	updated ('OK')	text/plain	date:Sun,%2006%20Jun%202021%2016:38:20%20GMT	http://blackboxjumper.maweb.eu/robots.txt		(from )
18:38:30	0/0	U--MC-	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2006%20Jun%202021%2016:38:21%20GMT	http://blackboxjumper.maweb.eu/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/index.html	(from )
18:38:32	20449/20449	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2006%20Jun%202021%2016:38:22%20GMT	http://blackboxjumper.maweb.eu/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/index.html	(from )
18:38:33	294884/294884	---M-Z	200	added ('OK')	text/css	etag:%2247fe4-5c41b8732dd14-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_82d79ed373b00464be14ebe8a98a91c2.css	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_82d79ed373b00464be14ebe8a98a91c2.css	(from http://blackboxjumper.maweb.eu/)
18:38:33	1023/1023	U--M-Z	200	updated ('OK')	text/css	etag:%223ff-5c41895298e0d-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_d17bd80b3412e1ca7b00951b542f3d5c.css?ver=1622983355	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_d17bd80b3412e1ca7b00951b542f3d5c0e54.css	(from http://blackboxjumper.maweb.eu/)
18:38:34	8885/8885	U--M-Z	200	updated ('OK')	text/css	etag:%2222b5-5c4189529a965-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_843ca02588b4dbdab71a812f0d1c9433.css?ver=1622983356	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_843ca02588b4dbdab71a812f0d1c9433d7e6.css	(from http://blackboxjumper.maweb.eu/)
18:38:34	2410/2410	U-----	200	untouched ('')	application/rss+xml	etag:%22deb336d2a941792f832b13169108763a%22	http://blackboxjumper.maweb.eu/feed/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/feed/index.html	(from http://blackboxjumper.maweb.eu/)
18:38:34	180/180	U--M-Z	200	updated ('OK')	text/css	etag:%22b4-5c41b5990f5d4-gzip%22	http://blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_e4fca45827e461ad4667bb6653390608.css?ver=1622996629	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-content/cache/autoptimize/css/autoptimize_single_e4fca45827e461ad4667bb6653390608f201.css	(from http://blackboxjumper.maweb.eu/)
18:38:34	1701/1701	U-----	200	untouched ('')	application/rss+xml	etag:%22e32911d030a93f0c7f19bea6067fa2fc%22	http://blackboxjumper.maweb.eu/comments/feed/	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/comments/feed/index.html	(from http://blackboxjumper.maweb.eu/)
18:38:34	89496/89496	U-----	200	untouched ('')	application/javascript	etag:%2215d98-5b8e02a80d9f2%22	http://blackboxjumper.maweb.eu/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Users/stand/BBJ-stranka-static/BBJ-stranka-github/blackboxjumper.maweb.eu/wp-includes/js/jquery/jquery.min9d52.js	(from http://blackboxjumper.maweb.eu/)
